CountryName,CountryCode,Year,Livestock
Montenegro,MNE,1979,87
Morocco,MAR,1979,40.62
Mozambique,MOZ,1979,49.97
Myanmar,MMR,1979,25.86
Namibia,NAM,1979,100.28
Nepal,NPL,1979,48.94
Netherlands,NLD,1979,89.65
New Caledonia,NCL,1979,62.77
New Zealand,NZL,1979,63.15
Nicaragua,NIC,1979,94.15
Niger,NER,1979,41.04
Nigeria,NGA,1979,45.12
Norway,NOR,1979,92.51
Oman,OMN,1979,24
Pakistan,PAK,1979,31.88
Panama,PAN,1979,41.31
Papua New Guinea,PNG,1979,51.17
Paraguay,PRY,1979,42.77
Peru,PER,1979,41.66
Philippines,PHL,1979,36.09
Poland,POL,1979,117.73
Portugal,PRT,1979,55.97
Puerto Rico,PRI,1979,129.25
Qatar,QAT,1979,24.46
Romania,ROM,1979,124.93
Russian Federation,RUS,1979,115.07
Rwanda,RWA,1979,43.99
Samoa,WSM,1979,56.04
Sao Tome and Principe,STP,1979,32.79
Saudi Arabia,SAU,1979,17.67
Senegal,SEN,1979,56.05
Seychelles,SYC,1979,68.34
Sierra Leone,SLE,1979,73.91
Singapore,SGP,1979,1199.2
Solomon Islands,SLB,1979,79.23
Somalia,SOM,1979,77.31
South Africa,ZAF,1979,70.1
Spain,ESP,1979,56.96
Sri Lanka,LKA,1979,64.78
St. Kitts and Nevis,KNA,1979,133.52
St. Lucia,LCA,1979,68.02
St. Vincent and the Grenadines,VCT,1979,88.6
Sudan,SDN,1979,36.54
Suriname,SUR,1979,93.25
Swaziland,SWZ,1979,97.63
Sweden,SWE,1979,103.11
Switzerland,CHE,1979,99.19
Syrian Arab Republic,SYR,1979,34.27
Tanzania,TZA,1979,48.52
Thailand,THA,1979,54.75
Timor-Leste,TMP,1979,90.09
Togo,TGO,1979,39.84
Tonga,TON,1979,77.9
Trinidad and Tobago,TTO,1979,51.53
Tunisia,TUN,1979,31
Turkey,TUR,1979,65.28
Tuvalu,TUV,1979,26.97
Uganda,UGA,1979,44.39
United Arab Emirates,ARE,1979,15.96
United Kingdom,GBR,1979,103.74
United States,USA,1979,68.4
Uruguay,URY,1979,53.08
Vanuatu,VUT,1979,66.35
"Venezuela, RB",VEN,1979,49.22
Vietnam,VNM,1979,17.73
Virgin Islands (U.S.),VIR,1979,131.79
West Bank and Gaza,WBG,1979,88.71
"Yemen, Rep.",YEM,1979,34.19
Zambia,ZMB,1979,54.25
Zimbabwe,ZWE,1979,72.79
Arab World,ARB,1980,38.2565857
Caribbean small states,CSS,1980,53.72079786
East Asia & Pacific (all income levels),EAS,1980,30.57464404
East Asia & Pacific (developing only),EAP,1980,21.49538927
Euro area,EMU,1980,93.86743488
European Union,EUU,1980,99.07530921
Fragile and conflict affected situations,FCS,1980,51.85327351
Heavily indebted poor countries (HIPC),HPC,1980,53.87303288
High income,HIC,1980,80.40477914
High income: nonOECD,NOC,1980,67.85459918
High income: OECD,OEC,1980,81.5837013
Latin America & Caribbean (all income levels),LCN,1980,45.48892683
Latin America & Caribbean (developing only),LAC,1980,38.90829122
Least developed countries: UN classification,LDC,1980,49.88595833
Low & middle income,LMY,1980,34.07003608
Low income,LIC,1980,58.45115848
Lower middle income,LMC,1980,37.19728344
Middle East & North Africa (all income levels),MEA,1980,34.57961848
Middle East & North Africa (developing only),MNA,1980,35.05882478
Middle income,MIC,1980,32.97470845
North America,NAC,1980,69.28372806
OECD members,OED,1980,79.58607689
Other small states,OSS,1980,80.90086542
Pacific island small states,PSS,1980,67.81046054
Small states,SST,1980,71.69049217
South Asia,SAS,1980,38.44958569
Sub-Saharan Africa (all income levels),SSF,1980,55.64057482
Sub-Saharan Africa (developing only),SSA,1980,55.63836648
Upper middle income,UMC,1980,31.19370773
World,WLD,1980,53.9031335
Afghanistan,AFG,1980,70.98
Albania,ALB,1980,40.86
Algeria,DZA,1980,37.23
American Samoa,ASM,1980,117.57
Angola,AGO,1980,57.35
Antigua and Barbuda,ATG,1980,94.75
Argentina,ARG,1980,79.82
Armenia,ARM,1980,120.48
Australia,AUS,1980,73.25
Austria,AUT,1980,93.05
Azerbaijan,AZE,1980,150.91
"Bahamas, The",BHS,1980,36.52
Bahrain,BHR,1980,126.91
Bangladesh,BGD,1980,40.65
Barbados,BRB,1980,72.07
Belarus,BLR,1980,132.54
Belgium,BEL,1980,81.98
Belize,BLZ,1980,32.78
Benin,BEN,1980,65.66
Bermuda,BMU,1980,107.42
Bhutan,BTN,1980,73.67
Bolivia,BOL,1980,48.96
Bosnia and Herzegovina,BIH,1980,122.04
Botswana,BWA,1980,69.36
Brazil,BRA,1980,31.92
Brunei Darussalam,BRN,1980,24.37
Bulgaria,BGR,1980,218.34
Burkina Faso,BFA,1980,25.53
Burundi,BDI,1980,114.66
Cabo Verde,CPV,1980,19.13
Cambodia,KHM,1980,15.2
Cameroon,CMR,1980,45.81
Canada,CAN,1980,60.3
Cayman Islands,CYM,1980,257.95
Central African Republic,CAF,1980,29.53
Chad,TCD,1980,67.15
Chile,CHL,1980,40.51
China,CHN,1980,18.58
Colombia,COL,1980,47.71
Comoros,COM,1980,95.44
"Congo, Dem. Rep.",ZAR,1980,82.54
"Congo, Rep.",COG,1980,42.29
Costa Rica,CRI,1980,51.81
Cote d'Ivoire,CIV,1980,58.43
Croatia,HRV,1980,98.38
Cuba,CUB,1980,165.76
Cyprus,CYP,1980,38.25
Czech Republic,CZE,1980,91.89
Denmark,DNK,1980,78.85
Djibouti,DJI,1980,47.69
Dominica,DMA,1980,55.86
Dominican Republic,DOM,1980,41.6
Ecuador,ECU,1980,24.34
"Egypt, Arab Rep.",EGY,1980,20.41
El Salvador,SLV,1980,56.41
Equatorial Guinea,GNQ,1980,56.11
Eritrea,ERI,1980,130.5
Estonia,EST,1980,115.68
Ethiopia,ETH,1980,114.74
Faeroe Islands,FRO,1980,92.78
Fiji,FJI,1980,67.39
Finland,FIN,1980,112.53
France,FRA,1980,98.35
French Polynesia,PYF,1980,70.34
Gabon,GAB,1980,76.98
"Gambia, The",GMB,1980,73.63
Georgia,GEO,1980,76.91
Germany,DEU,1980,112.41
Ghana,GHA,1980,61.43
Greece,GRC,1980,99.4
Greenland,GRL,1980,97.49
Grenada,GRD,1980,89.38
Guam,GUM,1980,168.62
Guatemala,GTM,1980,44.9
Guinea,GIN,1980,38.86
